FID,Project_Name,,Date_Received,Meeting_Date,Meeting_Time,Meeting_Location_Place,Meeting_Location_Address,Meeting_Location_City,Meeting_Location_Zip,Coordinates,,geom,Route
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_427,Gasoline service station/store/car wash- COND. USE,,22-11-2002,11-12-2002,4:30 PM,"Reese and Carney, LLP",10715 Charter Dr  Ste 200,Columbia,21044,"(39.1085,-76.8382)",,POINT (1358154.8637103513 525195.0981411915),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_428,"Habitat for Humanity of Howard County, Inc.",,22-11-2002,09-12-2002,6:00 PM,"Habitat for Humanity of Howard County, Inc.",10720 Little Patuxent Pkwy  Ste 220,Columbia,21044,"(39.1862,-76.8809)",,POINT (1346068.7314343527 553436.23480119),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_429,Evergreens at Town Center (Senior Apts),,21-11-2002,06-12-2002,CANCELLED,MEETING CANCELLED,,Columbia,21044,"(39.2213,-76.8089)",,POINT (1366462.0603823513 566196.3847401924),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_42a,Gardner Property,,19-11-2002,05-12-2002,10:00 AM,(On Site),3310 St Johns Ln,Ellicott City,21042,"(39.2804,-76.827)",,POINT (1361338.646714352 587700.1593231913),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_42b,Shadowbrook Downs,,15-11-2002,03-12-2002,7:00 PM,(On Site),6450 Elibank Dr,Elkridge,21075,"(39.2179,-76.7314)",,POINT (1388430.2764723524 564966.5170581918),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_42c,Animal hospital - CONDITIONAL USE,,19-11-2002,02-12-2002,5:00 PM,Glenwood library,2350 Rt 97,Cooksville,21723,"(39.3233,-77.0267)",,POINT (1304738.5008303523 603296.0597601905),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_42d,Cartersville,,08-11-2002,26-11-2002,3:00 PM,"Fisher, Collins & Carter, Inc.",10272 Baltimore National Pike,Ellicott City,21042,"(39.2147,-76.7662)",,POINT (1378581.0677543543 563793.3789321929),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_42e,Fulton Property,,08-11-2002,25-11-2002,5:00 PM,(On Site),9429 Old Frederick Rd,Ellicott City,21042,"(39.2971,-76.8402)",,POINT (1357604.7726643533 593771.6764191929),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_42f,Gasoline service station - CONDITIONAL USE,,08-11-2002,22-11-2002,4:30 PM,"Reese and Carney, LLP",10715 Charter Dr  Ste 200,Columbia,21044,"(39.1085,-76.8382)",,POINT (1358154.8637103513 525195.0981411915),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_430,McFarland Property,,05-11-2002,21-11-2002,6:30 PM,Cornerstone Homes Model,5825 Rockburn Woods Way,Elkridge,21075,"(39.2224,-76.7907)",,POINT (1371626.8513263501 566602.5829071905),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_431,Zerhusen Property,,05-11-2002,21-11-2002,5:30 PM,Cornerstone Homes Model,5825 Rockburn Woods Way,Elkridge,21075,"(39.2275,-76.7833)",,POINT (1373734.2583423518 568450.6572891902),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_432,Church - CONDITIONAL USE,,01-11-2002,20-11-2002,8:00 PM,(On Site),5005 Waterloo Rd,Ellicott City,21043,"(39.2325,-76.7968)",,POINT (1369891.839794349 570267.8213361911),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_433,"The Weckers, Inc./Elkridge Furnace Inn - COND. USE",,25-10-2002,19-11-2002,7:30 PM,(On Site),5735 Race Rd,Elkridge,21075,"(39.2121,-76.7032)",,POINT (1396435.3623483516 562863.5233251918),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_434,"Hammond Park Recreation, Inc.- CONDITIONAL USE",,24-10-2002,13-11-2002,7:30 PM,Hammond Elementary School,8110 Aladdin Dr,Laurel,20723,"(39.1484,-76.8823)",,POINT (1345659.4931703508 539697.1363701914),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_435,Meyer Property,,25-10-2002,12-11-2002,5:00 PM,"Frederick Ward Associates, Inc.",7125 Riverwood Drive,Columbia,21046,"(39.2172,-76.7156)",,POINT (1392914.326204352 564735.235022191),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_436,Bulk Storage of Liquified Petroleum - COND. USE,,17-10-2002,06-11-2002,5:30 PM,"Frederick Ward Associates, Inc.",7125 Riverwood Drive,Columbia,21046,"(39.1561,-76.776)",,POINT (1375787.2514063492 542495.067164192),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_437,Spiritual Assembly Of Bahai's - CONDITIONAL USE,,15-10-2002,04-11-2002,6:30 PM,,10250 Breconshire Rd,Ellicott City,21042,"(39.2351,-76.874)",,POINT (1348011.7629703507 571239.4968081918),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_438,Nursing home/res. care facility - CONDITIONAL USE,,10-10-2002,03-11-2002,12:00 PM,(On Site),2992 Mt. Etna Circle,Ellicott City,21042,"(39.2863,-76.8053)",,POINT (1367482.8887943514 589855.8824511934),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_439,Manordale Property,,11-10-2002,01-11-2002,10:00 AM,"Mildenberg, Boender & Assoc., Inc.",5072 Dorsey Hall Dr  Ste 202,Ellicott City,21042,"(39.2667,-76.8222)",,POINT (1362703.8134163506 582733.0503141917),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_43a,Ellinger's Home,,15-10-2002,30-10-2002,6:00 PM,,10351 Scaggsville Rd,Laurel,20723,"(39.1177,-76.8689)",,POINT (1349459.4008183517 528537.7781331912),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_43b,Harrison Property,,15-10-2002,29-10-2002,5:00 PM,"Benchmark Engineering, Inc.",8480 Baltimore National Pike  Ste 418,Ellicott City,21043,"(39.1245,-76.8409)",,POINT (1357412.9068023525 531000.7863561921),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_43c,Dennis Moore Property,,15-10-2002,29-10-2002,5:00 PM,"Benchmark Engineering, Inc.",8480 Baltimore National Pike  Ste 418,Ellicott City,21043,"(39.1245,-76.8409)",,POINT (1357412.9068023525 531000.7863561921),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_43d,Ralston Property,,08-10-2002,28-10-2002,8:00 PM,"LDE, Inc.",9250 Rumsey Rd  Ste 106,Columbia,21045,"(39.2249,-76.8607)",,POINT (1351795.2330703512 567529.5293061901),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_43e,Mayfield Overlook,,09-10-2002,28-10-2002,5:30 PM,Land Design & Development,8000 Main St,Ellicott City,21043,"(39.1973,-76.7935)",,POINT (1370830.197060354 557485.4886861909),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_43f,Hillside at Rocky Gorge V and VI,,07-10-2002,25-10-2002,5:30 PM,Cornerstone Homes Model,9691 Norfolk Ave,Laurel,20723,"(39.133,-76.8761)",,POINT (1347434.4649483524 534084.9104871918),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_440,Hunters Landing,,04-10-2002,23-10-2002,7:00 PM,Morning Side Apartments Meeting Room,9950 Guilford Rd,Jessup,20794,"(39.1508,-76.8158)",,POINT (1364513.3607263528 540584.0811591912),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_441,McKenzie Road Property,,08-10-2002,22-10-2002,5:00 PM,"Mildenberg, Boender & Assoc., Inc.",5072 Dorsey Hall Dr  Ste 202,Ellicott City,21042,"(39.3005,-76.8463)",,POINT (1355876.2794703506 594995.3620341904),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_442,Rockburn View,,04-10-2002,22-10-2002,5:30 PM,(On Site),5825 Rockburn Woods Way,Elkridge,21075,"(39.2135,-76.7696)",,POINT (1377620.0380083509 563371.9074231926),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_443,Riding Academy - CONDITIONAL USE,,27-09-2002,21-10-2002,8:00 PM,(On Site),2850 Florence Rd,Woodbine,21797,"(39.3142,-77.1184)",,POINT (1278755.8387503512 599988.6539151911),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_444,Farm Tenant House - CONDITIONAL USE,,02-10-2002,18-10-2002,7:30 PM,(On Site),4335 Roxbury Mill Rd,Brookeville,20833,"(39.2531,-77.0443)",,POINT (1299760.1910343543 577759.759238191),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_445,Pusateri Property,,20-09-2002,08-10-2002,5:00 PM,"Mildenberg, Boender & Assoc., Inc.",5072 Dorsey Hall Dr  Ste 202,Ellicott City,21042,"(39.2872,-76.8657)",,POINT (1350365.1663943492 590164.2584991921),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_446,Morgan Property,,18-09-2002,07-10-2002,5:30 PM,"Cornerstone Holdings, LLC",9691 Norfolk Ave,Laurel,20723,"(39.1239,-76.8366)",,POINT (1358610.8639643528 530797.1417961922),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_447,Moore Property II,,18-09-2002,03-10-2002,4:00 PM,"Mildenberg, Boender & Assoc., Inc.",5072 Dorsey Hall Dr  Ste 202,Ellicott City,21042,"(39.1577,-76.8134)",,POINT (1365194.3853443526 543073.6359051913),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_448,Friendship Baptist Preschool - CONDITIONAL USE,,17-09-2002,03-10-2002,7:00 PM,Friendship Baptist Church,1391 Sykesville Road,Sykesville,21784,"(39.3327,-76.9495)",,POINT (1326615.4601883516 606718.3793211915),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_449,Himmelfarb Prop. (fast food rest.) - COND. USE,,29-08-2002,19-09-2002,5:30 PM,"Offices of Richard B. Talkin, PA",5100 Dorsey Hall Drive,Ellicott City,21042,"(39.1687,-76.7873)",,POINT (1372604.0352143534 547067.6148381922),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_44a,Zaiser Property,,30-08-2002,18-09-2002,5:00 PM,Reese & Carney,10715 Charter Drive,Columbia,21044,"(39.2354,-76.7706)",,POINT (1377321.8948963508 571336.9552761931),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_44b,Slusher Property,,29-08-2002,17-09-2002,5:00 PM,"Fisher, Collins & Carter, Inc.",10272 Baltimore National Pike,Ellicott City,21042,"(39.1978,-76.7202)",,POINT (1391603.2900483496 557652.7681461927),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_44c,COURTYARD @ WAVERLY WOODS EAST,,26-08-2002,11-09-2002,"12,5,7 PM",Waverly Pool House,2180 Warwick Way,Ellicott City,21043,"(39.3086,-76.8879)",,POINT (1344078.9379083514 597943.4806911908),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_44d,Stedding Property,,23-08-2002,10-09-2002,7:00 PM,"Land Design & Development, Inc.",8000 Main Street,Ellicott City,21043,"(39.2232,-76.7662)",,POINT (1378568.8812963516 566889.5035461914),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_44e,Arief Property,,23-08-2002,10-09-2002,5:00 PM,"Mildenberg, Boender & Assoc., Inc.",5072 Dorsey Hall Dr  Ste 202,Ellicott City,21042,"(39.2532,-76.8509)",,POINT (1354563.826284349 577805.5792641919),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_44f,Curran Property,,23-08-2002,10-09-2002,6:00 PM,"Land Design & Development, Inc.",8000 Main Street,Ellicott City,21043,"(39.2147,-76.7657)",,POINT (1378725.8882203512 563795.1971871909),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_450,Horseshoe Road Property,,20-08-2002,10-09-2002,6:00 PM,"Mildenberg, Boender & Assoc., Inc.",5072 Dorsey Hall Dr  Ste 202,Ellicott City,21042,"(39.2302,-76.8078)",,POINT (1366775.507418353 569448.151982192),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_451,Bonnie Ridge,,23-08-2002,09-09-2002,4:00 PM,"LDE, Inc.",9250 Rumsey Road  Ste 106,Columbia,21045,"(39.2094,-76.7217)",,POINT (1391169.1120563522 561870.0287931915),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_452,Rockland United Methodist Church - CONDITIONAL USE,,15-08-2002,05-09-2002,7:00 PM,Rockland United Methodist Church,8971 Chapel Avenue,Ellicott City,21043,"(39.3018,-76.8228)",,POINT (1362538.0209063515 595486.6545351911),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_453,Welk Property,,20-08-2002,05-09-2002,6:00 PM,"Mildenberg, Boender & Assoc., Inc.",5072 Dorsey Hall Dr  Ste 202,Ellicott City,21042,"(39.1997,-76.8627)",,POINT (1351222.1861383542 558366.9787101913),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_454,Hickory Hills  (Collins Property),,19-08-2002,04-09-2002,5:30 PM,"Cornerstone Holdings, LLC",9691 Norfolk Ave,Laurel,20723,"(39.1366,-76.883)",,POINT (1345475.846082352 535421.6915631909),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_455,The Hillside at Rocky Gorge,,19-08-2002,03-09-2002,5:30 PM,"Cornerstone Holdings, LLC",9691 Norfolk Ave,Laurel,20723,"(39.1323,-76.8775)",,POINT (1347028.3441503532 533858.3559141923),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_456,West Liberty U M Church - COND. USE TO EXPAND,,13-08-2002,31-08-2002,2:00 PM,West Liberty United Methodist Church,2000 Sand Hill Road,Marriottsville,21104,"(39.3161,-76.9296)",,POINT (1332264.5919863507 600674.8633521926),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_457,Springer Property,,24-07-2002,07-08-2002,5:00 PM,(On Site),Oak Run Way at Waterloo Rd,Ellicott City,21043,"(39.2267,-76.8049)",,POINT (1367601.0690963492 568160.4637911916),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_458,Summer Haven,,22-07-2002,05-08-2002,3:00 PM,"Mildenberg, Boender & Assoc., Inc.",5072 Dorsey Hall Drive   STE 202,Ellicott City,21042,"(39.1985,-76.7247)",,POINT (1390335.3316043504 557930.9611611906),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_459,Parthemos Property  (Resubdivision of Lot 1),,17-07-2002,05-08-2002,10:30 AM,"Mildenberg, Boender & Associates",5072 Dorsey Hall Dr  Ste 202,Ellicott City,21042,"(39.2671,-76.8339)",,POINT (1359395.8985843547 582878.87436519),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_45a,"9110 Sybert Drive, N.",,12-07-2002,30-07-2002,6:00 PM,(On Site),9110 Sybert Drive,Ellicott City,21043,"(39.2439,-76.8281)",,POINT (1361014.4302503504 574431.6252861898),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_45b,Chestnut Crest,,12-07-2002,29-07-2002,5:00 PM,(On Site),3035 Chestnut Hill Drive,Ellicott City,21043,"(39.2887,-76.7931)",,POINT (1370941.8590243533 590722.0991331916),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_45c,Dorchester Homes,,26-06-2002,12-07-2002,3:00 PM,"KCE Engineering, Inc.",3300 North Ridge Road   STE 315,Ellicott City,21043,"(39.2017,-76.7162)",,POINT (1392737.197454352 559090.2805491909),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_45d,Mission Road,,13-06-2002,27-06-2002,10:00 AM,Builders 1st Choice,8965 Guilford Road   STE 210,Columbia,21046,"(39.1581,-76.8142)",,POINT (1364972.195040349 543242.0063181929),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_45e,Kindler Overlook,,29-05-2002,14-06-2002,10:00 AM,Model Home,5825 Rockburn Woods Way,Elkridge,21075,"(39.1622,-76.8832)",,POINT (1345407.8286423534 544723.1568411924),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_45f,Serio Estates,,31-05-2002,14-06-2002,10:00 AM,"Mildenberg, Boender & Associates, Inc.",5072 Dorsey Hall Drive   Ste 202,Ellicott City,21042,"(39.2897,-76.8002)",,POINT (1368941.8628823534 591097.750616191),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_460,Riverside Estates,,22-05-2002,11-06-2002,5:30 PM,Frederick Ward & Associates,7125 Riverwood Dr  Ste C,Columbia,21046,"(39.1762,-76.8849)",,POINT (1344939.0751183517 549797.5428951923),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_461,Henline Property,,23-05-2002,11-06-2002,3:00 PM,"Fisher, Collins & Carter, Inc.",10272 Baltimore National Pike,Ellicott City,21042,"(39.2869,-76.8644)",,POINT (1350729.3431043513 590080.6187691912),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_462,Carr Property,,22-05-2002,06-06-2002,5:00 PM,"Frederick Ward Associates, Inc.",7125 Riverwood Drive,Columbia,21043,"(39.2008,-76.7237)",,POINT (1390623.5555063523 558772.8132261913),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_463,Gibson Property,,21-05-2002,05-06-2002,10:00 AM,Land Design and Development,8000 Main Street,Ellicott City,21043,"(39.2508,-76.8034)",,POINT (1368018.5261343494 576933.5441661924),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_464,Trotter's Run,,17-05-2002,05-06-2002,10:00 AM,Model Home,5825 Rockburn Woods Way,Elkridge,21075,"(39.192,-76.92)",,POINT (1334970.2690683492 555543.5923461933),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_465,Kim Property,,17-05-2002,03-06-2002,5:30 PM,"Mildenberg, Boender & Associates, Inc.",5072 Dorsey Hall Drive   STE 202,Ellicott City,21042,"(39.1324,-76.9095)",,POINT (1337959.3521503508 533864.5379811917),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_466,Devine Property,,15-05-2002,30-05-2002,3:00 PM,Land Design and Development,8000 Main Street,Ellicott City,21043,"(39.2687,-76.8079)",,POINT (1366750.56769035 583429.0783281922),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_467,The Courtyards at Ellicott Mills,,13-05-2002,28-05-2002,3:00 PM,Land Design and Development,8000 Main Street,Ellicott City,21043,"(39.2348,-76.7995)",,POINT (1369135.9959923513 571110.4007031918),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_468,Dobson Property,,09-05-2002,23-05-2002,10:00 AM,Land Design & Development,8000 Main Street,Ellicott City,21043,"(39.2256,-76.7684)",,POINT (1377957.574554354 567791.3580261916),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_469,Don's Landing,,02-05-2002,16-05-2002,11:30 AM,Land Design & Development,8000 Main Street,Ellicott City,21043,"(39.1771,-76.8757)",,POINT (1347533.090236351 550142.647694191),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_46a,Kidwell Property,,02-05-2002,16-05-2002,10:30AM,Land Design and Development,8000 Main Street,Ellicott City,21043,"(39.3055,-76.8105)",,POINT (1366018.81339835 596834.7087921929),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_46b,Tipton Overlook,,02-05-2002,16-05-2002,9:30 AM,Land Design and Development,8000 Main Street,Ellicott City,21043,"(39.1417,-76.8819)",,POINT (1345784.1918103546 537264.6748311911),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_46c,Nottingham Way Acres,,25-04-2002,14-05-2002,7:00 PM,Clementine Peterson Activity Center,5042 Ilchester Road,Ellicott City,21043,"(39.24,-76.782)",,POINT (1374082.5643163547 573011.9317821916),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_46d,2886 St. John's Lane,,29-04-2002,13-05-2002,6:00 PM,St. John's Lane Elementary School,2960 St. John's Lane,Ellicott City,21042,"(39.2919,-76.8344)",,POINT (1359248.244058352 591884.3277291935),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_46e,Stackhouse Property,,25-04-2002,11-05-2002,10:00 AM,Land Design & Development,8000 Main St,Ellicott City,21043,"(39.3069,-76.8677)",,POINT (1349800.6216423512 597329.2741521914),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_46f,Forest Hill,,19-04-2002,06-05-2002,5:00 PM,(On Site),Forest Hill Dr - South Side of Cul De Sac,Ellicott City,21043,"(39.2887,-76.7931)",,POINT (1370941.8590243533 590722.0991331916),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_470,Carl A. Fischer Property,,27-03-2002,18-04-2002,3:00 PM,"C.D. Meekins & Associates, Inc.",159 Main St  2nd Floor,Annapolis,,"(39.2015,-76.8227)",,POINT (1362570.329190351 559006.277168192),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_471,(SAME PROPERTY AS ABOVE - 2ND MEETING),,27-03-2002,18-04-2002,7:00 PM,(On Site),8990 Old Montgomery Rd,Columbia,21045,"(39.2015,-76.8227)",,POINT (1362570.329190351 559006.277168192),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_472,Kaiser Farm Phase III,,22-03-2002,08-04-2002,10:00 AM,"Benchmark Engineering, Inc.",8480 Baltimore National Pike  # 418,Ellicott City,21043,"(39.2851,-76.8116)",,POINT (1365695.8819891103 589400.4679216817),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_473,Mintz Property,,20-03-2002,08-04-2002,5:00 PM,"Fisher, Collins & Carter, Inc.",10272 Baltimore National Pike,Ellicott City,21042,"(39.2338,-76.7708)",,POINT (1377277.9669663534 570769.6597161908),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_474,Dobson Property,,12-03-2002,28-03-2002,10:00 AM,Land Design & Development,8000 Main St,Ellicott City,21043,"(39.2256,-76.7684)",,POINT (1377957.574554354 567791.3580261916),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_475,Shown Property,,08-03-2002,25-03-2002,7:00 PM,"Fisher, Collins & Carter, Inc.",10272 Baltimore National Pike,Ellicott City,21042,"(39.2858,-76.8653)",,POINT (1350483.3466963507 589654.0561461914),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_476,"Autumn View, Sec. 4 (Resub of Lot 205 into 2 lots)",,22-02-2002,08-03-2002,10:00 AM,Land Design and Development,8000 Main Street,Ellicott City,21043,"(39.2431,-76.7809)",,POINT (1374397.428382352 574139.2498821933),
vPublic_PresubmissionCommunityMeetings.fid--710a7ce6_150a1414ed4_477,Woods of Mayfield (Mayfield Ave & Meadowridge Rd),,18-02-2002,06-03-2002,5:00 PM,"LDE, Inc.","9250 Rumsey Road, Suite 106",Columbia,21045,"(39.1937,-76.7779)",,POINT (1375248.7800063528 556166.1628581919),
